symbol,n_min,test,n,real_mean_pct,variant_mean_pct,real_t,variant_t,note,ratio
SPY,5,a_pure_inversion,1421,0.04861897644641083,-0.04861897644641083,2.187090992372536,-2.187090992372536,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
SPY,5,b_bracket_inversion,1421,0.013741397571364892,-0.001487578279765223,1.5072922207733932,-0.16725565421956476,"2R target, OR stop; approx flip, residual = stop-first drag",-0.10825523910792913
SPY,5,c_lookahead_1bar,718,0.04861897644641083,0.1680527372852009,2.187090992372536,5.248020550314257,keep trade only if close[j+1] confirms -- reads the future,3.456525611361507
SPY,15,a_pure_inversion,1420,0.018600443089371022,-0.018600443089371022,0.8625595350582516,-0.8625595350582516,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
SPY,15,b_bracket_inversion,1420,0.016734601675120076,-0.00810487420003837,1.304922140931648,-0.642221987801423,"2R target, OR stop; approx flip, residual = stop-first drag",-0.48431832184498136
SPY,15,c_lookahead_1bar,731,0.018600443089371022,0.13407073257584412,0.8625595350582516,4.531624106157236,keep trade only if close[j+1] confirms -- reads the future,7.207932194500091
SPY,30,a_pure_inversion,1417,0.03222182500347966,-0.03222182500347966,1.5719800839601672,-1.5719800839601672,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
SPY,30,b_bracket_inversion,1417,0.022241616486848484,-0.01028014784403471,1.5599997713141305,-0.7083783155882983,"2R target, OR stop; approx flip, residual = stop-first drag",-0.4622032688187652
SPY,30,c_lookahead_1bar,732,0.03222182500347966,0.11351433937326387,1.5719800839601672,4.114418494547048,keep trade only if close[j+1] confirms -- reads the future,3.52290223663636
QQQ,5,a_pure_inversion,1421,0.034854579444920375,-0.034854579444920375,1.1716567881379496,-1.1716567881379496,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
QQQ,5,b_bracket_inversion,1421,0.0022560068842059624,0.01721303863354146,0.16199016797969015,1.2183042979911982,"2R target, OR stop; approx flip, residual = stop-first drag",7.629869728699814
QQQ,5,c_lookahead_1bar,703,0.034854579444920375,0.28801694801765876,1.1716567881379496,6.9260540691301715,keep trade only if close[j+1] confirms -- reads the future,8.263388989467026
QQQ,15,a_pure_inversion,1421,0.03177730338033234,-0.03177730338033234,1.1248458352764272,-1.1248458352764272,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
QQQ,15,b_bracket_inversion,1421,0.04822222907774423,-0.029023867301707702,2.5271448242959025,-1.5779580997144949,"2R target, OR stop; approx flip, residual = stop-first drag",-0.6018773469578772
QQQ,15,c_lookahead_1bar,767,0.03177730338033234,0.2343335007586184,1.1248458352764272,6.36198332680422,keep trade only if close[j+1] confirms -- reads the future,7.37424122978454
QQQ,30,a_pure_inversion,1414,0.06254181068339203,-0.06254181068339203,2.392511111010272,-2.392511111010272,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
QQQ,30,b_bracket_inversion,1414,0.054473059799407426,-0.04504053303404297,2.709659542931377,-2.2809379498317015,"2R target, OR stop; approx flip, residual = stop-first drag",-0.8268405189629706
QQQ,30,c_lookahead_1bar,706,0.06254181068339203,0.16607240311963387,2.392511111010272,4.638059073025916,keep trade only if close[j+1] confirms -- reads the future,2.655382076485585
TSLA,5,a_pure_inversion,1421,0.2676069950789283,-0.2676069950789283,3.6396576777546525,-3.6396576777546525,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
TSLA,5,b_bracket_inversion,1421,0.18276735430653457,-0.08505307320984394,3.67014652546247,-1.805826742226878,"2R target, OR stop; approx flip, residual = stop-first drag",-0.4653625015942084
TSLA,5,c_lookahead_1bar,723,0.2676069950789283,0.9261768518918901,3.6396576777546525,9.101773514801765,keep trade only if close[j+1] confirms -- reads the future,3.4609590516074604
TSLA,15,a_pure_inversion,1409,0.14579500781706167,-0.14579500781706167,2.142938677353783,-2.142938677353783,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
TSLA,15,b_bracket_inversion,1409,0.17934518281405673,-0.0914090572885264,3.2252911338518104,-1.7087754521406615,"2R target, OR stop; approx flip, residual = stop-first drag",-0.5096822554932986
TSLA,15,c_lookahead_1bar,738,0.14579500781706167,0.6114027448835722,2.142938677353783,6.792763779962989,keep trade only if close[j+1] confirms -- reads the future,4.193578052073898
TSLA,30,a_pure_inversion,1378,0.1661538948173851,-0.1661538948173851,2.6987702967669955,-2.6987702967669955,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
TSLA,30,b_bracket_inversion,1378,0.19199074274922479,-0.15690968344026623,3.5103656253559232,-2.9811544346904273,"2R target, OR stop; approx flip, residual = stop-first drag",-0.8172773394872436
TSLA,30,c_lookahead_1bar,725,0.1661538948173851,0.4575813412300055,2.6987702967669955,5.787913308763631,keep trade only if close[j+1] confirms -- reads the future,2.7539609693346025
NVDA,5,a_pure_inversion,1421,0.0929389847815801,-0.0929389847815801,1.46023595224726,-1.46023595224726,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
NVDA,5,b_bracket_inversion,1421,0.07385869001042564,-0.01945617140868118,1.7429690482009204,-0.46964091025263266,"2R target, OR stop; approx flip, residual = stop-first drag",-0.26342426877507324
NVDA,5,c_lookahead_1bar,727,0.0929389847815801,0.6410455477734484,1.46023595224726,7.474908200792443,keep trade only if close[j+1] confirms -- reads the future,6.8974881668870935
NVDA,15,a_pure_inversion,1405,0.056479843464104104,-0.056479843464104104,0.9543639464381525,-0.9543639464381525,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
NVDA,15,b_bracket_inversion,1405,0.0861354595507627,-0.04738369366636765,1.8075705201312964,-1.004533680982539,"2R target, OR stop; approx flip, residual = stop-first drag",-0.5501067030175041
NVDA,15,c_lookahead_1bar,716,0.056479843464104104,0.512279149754006,0.9543639464381525,6.222126639975825,keep trade only if close[j+1] confirms -- reads the future,9.070123398617175
NVDA,30,a_pure_inversion,1368,0.08866916838165166,-0.08866916838165166,1.6441456076993097,-1.6441456076993097,"no stop, exit at 15:55; inversion must be exactly -1x",-1.0
NVDA,30,b_bracket_inversion,1368,0.10485745124411974,-0.05408303176305622,2.238081484882418,-1.1563272149194936,"2R target, OR stop; approx flip, residual = stop-first drag",-0.5157767151629973
NVDA,30,c_lookahead_1bar,740,0.08866916838165166,0.3588436690118132,1.6441456076993097,4.979956040423266,keep trade only if close[j+1] confirms -- reads the future,4.046994863730658
