date,symbol,gap,prev_close,rank,ma,vwap,fill,stop,target,inverted,entry_ts,entry_px,exit_px,exit_ts,exit_reason,R_dollars,pnl_pct,R_mult
2021-01-06,TATT,0.4901961,5.1,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-06 09:55:00,7.66,7.140000000000001,2021-01-06 10:41:00,stop,0.5199999999999996,-6.788511749347248,-1.0
2021-01-06,CRON,0.12898934,7.52,4.0,ema,premkt,nextopen,pullback,eod,False,2021-01-06 10:00:00,8.485,8.655,2021-01-06 15:55:00,eod,0.1949999999999985,2.00353565114908,0.8717948717948781
2021-01-06,NCTY,0.12850463,8.56,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-06 09:50:00,11.1,14.38,2021-01-06 15:55:00,eod,0.9100000000000001,29.54954954954956,3.604395604395605
2021-01-07,NCTY,0.45668232,14.89,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-07 10:15:00,23.35,22.259999999999998,2021-01-07 10:45:00,stop,1.0900000000000034,-4.668094218415431,-1.0
2021-01-07,XNET,0.27133536,3.37,3.0,ema,premkt,nextopen,pullback,eod,False,2021-01-07 09:50:00,4.7078,5.015,2021-01-07 15:55:00,eod,0.40779999999999994,6.5253409235736415,0.7533104462972045
2021-01-07,MARA,0.18985856,16.96,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-07 10:50:00,21.01,20.174999999999997,2021-01-07 13:46:00,stop,0.8350000000000044,-3.9742979533555656,-1.0
2021-01-08,LGHL,1.1652174,2.3,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-08 10:50:00,4.75,4.3,2021-01-08 11:35:00,stop,0.4500000000000002,-9.473684210526322,-1.0
2021-01-08,FTFT,0.6452174,5.75,2.0,ema,premkt,nextopen,pullback,eod,False,2021-01-08 09:55:00,9.81,8.6,2021-01-08 10:15:00,stop,1.2100000000000009,-12.33435270132519,-1.0
2021-01-08,GRNQ,0.35585582,2.22,3.0,ema,premkt,nextopen,pullback,eod,False,2021-01-08 09:50:00,3.38,3.0100000000000002,2021-01-08 10:19:00,stop,0.36999999999999966,-10.946745562130166,-1.0
2021-01-08,JAGX,0.21641803,2.68,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-08 10:35:00,3.6,4.0293,2021-01-08 15:55:00,eod,0.33999999999999986,11.925000000000008,1.26264705882353
2021-01-12,IRIX,0.37328672,2.86,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-12 10:20:00,3.995,3.81,2021-01-12 10:35:00,stop,0.18500000000000005,-4.630788485607007,-1.0
2021-01-12,APXTW,0.1618799,3.83,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-12 10:00:00,4.62,4.3100000000000005,2021-01-12 12:16:00,stop,0.3099999999999996,-6.7099567099567,-1.0
2021-01-13,BGM,0.42003298,10.0,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-13 10:00:00,14.64,13.22,2021-01-13 10:56:00,stop,1.42,-9.699453551912562,-1.0
2021-01-13,STIM,0.21079695,11.67,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-13 11:00:00,14.42,13.89,2021-01-13 11:17:00,stop,0.5299999999999994,-3.675450762829402,-1.0
2021-01-14,ORGO,0.32697546,7.34,3.0,ema,premkt,nextopen,pullback,eod,False,2021-01-14 10:25:00,9.4495,9.25,2021-01-14 13:38:00,stop,0.19950000000000045,-2.111222816022018,-1.0
2021-01-19,ACRS,1.3894558,5.88,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-19 10:20:00,15.3984,18.705,2021-01-19 15:55:00,eod,0.7384000000000004,21.473659600997497,4.4780606717226386
2021-01-19,GEVO,0.38437498,6.4,2.0,ema,premkt,nextopen,pullback,eod,False,2021-01-19 09:50:00,9.67,10.705,2021-01-19 15:55:00,eod,0.879999999999999,10.703205791106507,1.176136363636365
2021-01-19,CRNT,0.28041244,4.85,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-19 10:05:00,6.3004,6.15,2021-01-19 10:47:00,stop,0.15039999999999942,-2.3871500222208075,-1.0
2021-01-20,DARE,0.45762706,2.36,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-20 09:45:00,3.5599,3.49,2021-01-20 09:50:00,stop,0.06989999999999963,-1.9635383016376795,-1.0
2021-01-20,SENS,0.16842103,2.85,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-20 10:10:00,3.2486,3.02,2021-01-20 10:31:00,stop,0.22860000000000014,-7.036877424121169,-1.0
2021-01-21,IPWR,0.37650943,9.11,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-21 09:50:00,15.6,13.120000000000001,2021-01-21 10:15:00,stop,2.4799999999999986,-15.897435897435885,-1.0
2021-01-22,EVGO,0.55547225,13.34,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-22 10:05:00,21.95,20.779999999999998,2021-01-22 10:16:00,stop,1.1700000000000017,-5.330296127562651,-1.0
2021-01-22,HIND,0.2489872,5.0601,2.0,ema,premkt,nextopen,pullback,eod,False,2021-01-22 09:45:00,7.35,6.61,2021-01-22 10:09:00,stop,0.7399999999999993,-10.068027210884345,-1.0
2021-01-25,AMTX,0.6181817,4.4,1.0,ema,premkt,nextopen,pullback,eod,False,2021-01-25 09:55:00,7.3,6.94,2021-01-25 10:07:00,stop,0.35999999999999943,-4.93150684931506,-1.0
2021-01-25,RCON,0.3881278,2.19,3.0,ema,premkt,nextopen,pullback,eod,False,2021-01-25 09:45:00,3.35,3.02,2021-01-25 10:01:00,stop,0.33000000000000007,-9.850746268656717,-1.0
2021-01-26,VANI,0.23923445,2.09,3.0,ema,premkt,nextopen,pullback,eod,False,2021-01-26 09:50:00,2.4889,2.43,2021-01-26 09:56:00,stop,0.05889999999999995,-2.3665072923781616,-1.0
2021-01-26,PRTS,0.19456685,13.62,5.0,ema,premkt,nextopen,pullback,eod,False,2021-01-26 09:55:00,16.9529,20.7,2021-01-26 15:55:00,eod,0.8129000000000026,22.103003026030944,4.609546069627245
2021-01-27,KOSS,0.7520001,10.0,2.0,ema,premkt,nextopen,pullback,eod,False,2021-01-27 10:00:00,17.0,57.41,2021-01-27 15:53:00,eod,0.9100000000000001,237.70588235294116,44.406593406593394
2021-01-28,MPU,0.85025644,9.75,3.0,ema,premkt,nextopen,pullback,eod,False,2021-01-28 10:45:00,14.14,13.790000000000001,2021-01-28 10:50:00,stop,0.34999999999999964,-2.4752475247524774,-1.0
2021-02-02,AREC,0.35436904,2.51,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-02 09:50:00,3.3899,3.31,2021-02-02 09:56:00,stop,0.07989999999999986,-2.3570016814655204,-1.0
2021-02-03,SLS,0.43643022,8.18,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-03 09:50:00,12.095,11.84,2021-02-03 09:57:00,stop,0.2550000000000008,-2.1083092186854113,-1.0
2021-02-03,KOSS,0.33749998,20.0,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-03 10:00:00,26.2,25.799999999999997,2021-02-03 10:06:00,stop,0.40000000000000213,-1.526717557251922,-1.0
2021-02-03,CPSH,0.28242064,6.94,4.0,ema,premkt,nextopen,pullback,eod,False,2021-02-03 09:50:00,9.75,9.28,2021-02-03 09:55:00,stop,0.47000000000000064,-4.820512820512823,-1.0
2021-02-03,SOGP,0.26199913,5.16,5.0,ema,premkt,nextopen,pullback,eod,False,2021-02-03 10:10:00,8.1,8.4138,2021-02-03 15:55:00,eod,1.1099999999999994,3.8740740740740742,0.2827027027027033
2021-02-04,ATOS,0.36728394,3.24,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-04 09:50:00,4.67,4.32,2021-02-04 10:04:00,stop,0.34999999999999964,-7.494646680942174,-1.0
2021-02-04,SOGP,0.28365195,8.5,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-04 09:45:00,13.12,14.47,2021-02-04 15:55:00,eod,1.7499999999999982,10.289634146341475,0.771428571428573
2021-02-05,KRKR,0.46888888,4.5,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-05 10:25:00,5.74,5.38,2021-02-05 10:51:00,stop,0.3600000000000003,-6.271777003484324,-1.0
2021-02-08,OCGN,0.767619,5.25,1.0,ema,premkt,nextopen,pullback,eod,False,2021-02-08 10:10:00,12.25,15.5499,2021-02-08 15:55:00,eod,1.709999999999999,26.937959183673456,1.9297660818713456
2021-02-08,WPRT,0.43930638,8.65,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-08 10:10:00,12.67,12.2901,2021-02-08 10:24:00,stop,0.37989999999999924,-2.9984214680347177,-1.0
2021-02-08,CLNE,0.2995373,12.97,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-08 09:50:00,17.14,17.74,2021-02-08 15:55:00,eod,0.5400000000000027,3.5005834305717576,1.1111111111111016
2021-02-09,OTLK,0.19637465,3.31,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-09 09:50:00,3.951,3.75,2021-02-09 09:57:00,stop,0.20100000000000007,-5.087319665907364,-1.0
2021-02-09,PRSO,0.13742697,3.42,5.0,ema,premkt,nextopen,pullback,eod,False,2021-02-09 10:20:00,4.22,4.3001,2021-02-09 15:55:00,eod,0.3299999999999996,1.8981042654028446,0.24272727272727251
2021-02-10,OLB,0.7127516,7.45,1.0,ema,premkt,nextopen,pullback,eod,False,2021-02-10 10:30:00,10.9989,9.98,2021-02-10 13:57:00,stop,1.0189000000000004,-9.263653638091085,-1.0
2021-02-11,RCMT,1.681572,3.69,1.0,ema,premkt,nextopen,pullback,eod,False,2021-02-11 09:50:00,9.95,8.66,2021-02-11 10:03:00,stop,1.2899999999999991,-12.964824120603001,-1.0
2021-02-11,MVIS,0.4057144,14.0,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-11 10:55:00,20.482,19.549999999999997,2021-02-11 11:30:00,stop,0.9320000000000022,-4.550336881163963,-1.0
2021-02-12,INO,0.18615377,13.0,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-12 10:20:00,15.585,15.49,2021-02-12 10:26:00,stop,0.09500000000000064,-0.6095604748155292,-1.0
2021-02-16,SCKT,2.1450615,3.24,1.0,ema,premkt,nextopen,pullback,eod,False,2021-02-16 10:10:00,11.64,11.39,2021-02-16 10:16:00,stop,0.25,-2.1477663230240585,-1.0
2021-02-16,SOS,0.3024193,7.44,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-16 10:50:00,11.925,11.540000000000001,2021-02-16 11:00:00,stop,0.3849999999999998,-3.228511530398326,-1.0
2021-02-17,CLPS,1.7176383,4.9,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-17 10:15:00,19.254,15.19,2021-02-17 10:43:00,stop,4.064000000000002,-21.107302378726512,-1.0
2021-02-18,BKSY,0.26210046,10.95,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-18 09:55:00,13.73,13.52,2021-02-18 12:20:00,stop,0.21000000000000085,-1.5294974508375914,-1.0
2021-02-18,BTTC,0.18309855,3.55,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-18 10:10:00,4.489,4.12,2021-02-18 10:27:00,stop,0.3689999999999998,-8.220093562040542,-1.0
2021-02-19,JFU,0.27376425,2.63,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-19 10:10:00,2.98,2.79,2021-02-19 11:06:00,stop,0.18999999999999995,-6.375838926174493,-1.0
2021-02-19,TAOP,0.25173616,5.76,5.0,ema,premkt,nextopen,pullback,eod,False,2021-02-19 09:50:00,8.1399,7.7,2021-02-19 10:20:00,stop,0.4399000000000006,-5.404243295372191,-1.0
2021-02-22,CTXR,0.20873785,2.06,2.0,ema,premkt,nextopen,pullback,eod,False,2021-02-22 09:55:00,2.6386,2.47,2021-02-22 11:03:00,stop,0.16859999999999964,-6.389752141287031,-1.0
2021-02-22,VUZI,0.15002823,17.73,4.0,ema,premkt,nextopen,pullback,eod,False,2021-02-22 10:55:00,22.905,22.49,2021-02-22 11:54:00,stop,0.4150000000000027,-1.8118314778432731,-1.0
2021-02-22,BODI,0.13879001,14.05,5.0,ema,premkt,nextopen,pullback,eod,False,2021-02-22 09:45:00,17.9006,16.47,2021-02-22 10:32:00,stop,1.4306000000000019,-7.991910885668652,-1.0
2021-02-23,YHGJ,0.74261594,2.37,1.0,ema,premkt,nextopen,pullback,eod,False,2021-02-23 10:25:00,4.7,4.220000000000001,2021-02-23 10:35:00,stop,0.47999999999999954,-10.212765957446802,-1.0
2021-02-24,RCMT,0.16049373,4.05,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-24 09:55:00,5.118,4.84,2021-02-24 10:05:00,stop,0.27800000000000047,-5.431809300508017,-1.0
2021-02-24,AIM,0.15060353,2.26,5.0,ema,premkt,nextopen,pullback,eod,False,2021-02-24 10:15:00,2.5691,2.49,2021-02-24 14:00:00,stop,0.07909999999999995,-3.0788992254096703,-1.0
2021-02-25,SCKT,0.38613856,10.1,4.0,ema,premkt,nextopen,pullback,eod,False,2021-02-25 09:50:00,16.8075,15.0109,2021-02-25 10:38:00,stop,1.7966000000000015,-10.689275621002537,-1.0
2021-02-26,SRTS,0.1649214,3.82,3.0,ema,premkt,nextopen,pullback,eod,False,2021-02-26 09:50:00,5.58,4.8500000000000005,2021-02-26 10:55:00,stop,0.7299999999999995,-13.082437275985658,-1.0
2021-03-01,SOS,0.27044022,4.77,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-01 09:45:00,7.025,6.57,2021-03-01 15:55:00,eod,0.915,-6.476868327402141,-0.4972677595628416
2021-03-03,ZVRA,0.6723224,9.43,1.0,ema,premkt,nextopen,pullback,eod,False,2021-03-03 09:50:00,16.5249,15.290000000000001,2021-03-03 10:43:00,stop,1.2348999999999979,-7.472965040635637,-1.0
2021-03-03,SLE,0.47630918,4.01,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-03 10:00:00,5.23,5.12,2021-03-03 10:07:00,stop,0.11000000000000032,-2.103250478011476,-1.0
2021-03-03,OCGN,0.2541666,9.6,5.0,ema,premkt,nextopen,pullback,eod,False,2021-03-03 09:45:00,12.8,12.200000000000001,2021-03-03 11:24:00,stop,0.5999999999999996,-4.6875,-1.0
2021-03-04,SLE,0.1823417,5.21,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-04 10:05:00,6.1985,8.3792,2021-03-04 15:55:00,eod,0.24849999999999994,35.18109219972576,8.775452716297792
2021-03-08,VANI,0.5543859,5.7,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-08 10:20:00,11.76,11.1,2021-03-08 10:28:00,stop,0.6600000000000001,-5.612244897959185,-1.0
2021-03-09,ASYS,0.14613819,8.83,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-09 10:55:00,10.37,10.635,2021-03-09 15:55:00,eod,0.08999999999999986,2.555448408871741,2.9444444444444553
2021-03-09,SCKT,0.1428572,7.63,5.0,ema,premkt,nextopen,pullback,eod,False,2021-03-09 09:50:00,8.75,9.21,2021-03-09 15:55:00,eod,0.35999999999999943,5.257142857142871,1.2777777777777821
2021-03-10,MNOV,0.73415506,5.68,1.0,ema,premkt,nextopen,pullback,eod,False,2021-03-10 10:05:00,9.1089,8.6,2021-03-10 10:21:00,stop,0.5089000000000006,-5.586843636443484,-1.0
2021-03-10,ENVB,0.7064847,2.93,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-10 09:50:00,5.315,5.15,2021-03-10 13:21:00,stop,0.16500000000000004,-3.1044214487300104,-1.0
